Reference Item 	 Label 
Q17156430	Cation ordering in Pb2+-bearing, Mn3+-rich pargasite from Långban, Sweden	2
Q17156489	Shorter communications: Pargasites from Madagascar	1
Q17157246	null	1
Q17157261	null	1
Q1715951	Center	1
Q171634	administrative territorial entity of England	1
Q17163551	New minerals approved in 2001 by the Commission on New Minerals and Mineral Names, International Mineralogical Association	1
Q17163621	The new amphibole potassic chloropargasite (K,Na)Ca2(Mg,Fe2+)4Al(Si6Al2O22)(Cl,OH)2 and conditions of its formation in the granulite complex of Sal'nye Tundry Massif (Kola Peninsula)	3
Q17164769	New Mineral names	1
Q17165062	Glottolog	4
Q17166196	null	7
Q17166308	Potassic-ferropargasite, a new member of the amphibole group, from Kabutoichiba, Mie Prefecture, central Japan	8
Q17166562	null	1
Q17166764	null	5
Q17166797	Dictionary of Art Historians	3
Q17167579	Potassicpargasite, a new member of the amphibole group from Pargas, Turku-Pori, Finland	5
Q1717437	Jürgen Mai	1
Q171745	Jeremy Irons	1
Q17181895	Ministry of Foreign Affairs of the Republic of Suriname	2
Q17183588	Henry St John, 4th Viscount Bolingbroke, 5th Baron St John	1
Q17184	Wangsimni Station	25
Q17190978	null	5
Q17195283	null	1
Q17195292	null	2
Q17195296	null	2
Q17195332	null	8
Q17195952	Ed Thrasher	1
Q17197630	null	3
Q171998	Jean Todt	1
Q172	Toronto	6
Q17200	Gyeongbu Line	2
Q1720414	Second Cabinet of Donald Tusk	1
Q17205465	Maria Pia Alberzoni	3
Q172140	Michael Crichton	1
Q1721893	Kakteen	1
Q1722258	New York State Senate	1
Q17223947	null	1
Q172248	Marcus Junius Brutus	1
Q1722784	Weiprecht von Gemmingen	1
Q17231626	Royal Decree Establishing Mahidol Wittayanusorn School, BE 2543 (2000)	1
Q17233260	null	4
Q1723857	USS Jacob Jones	1
Q1724971	National Archives of Sweden	2
Q17253618	Decade of Disturbed	1
Q17257553	Ministry of Foreign Affairs of the Republic of Paraguay	4
Q17260763	null	1
Q17270866	Ministry of Foreign Affairs of the Republic of Uruguay	3
Q172723	King Ottokar's Sceptre	1
Q17272381	Iryna Abelskaya	1
Q17272436	null	1
Q172725	Ajax the Great	1
Q17274257	Sidney Godolphin Osborne	1
Q17275658	Comic Book DB	1
Q17276327	null	1
Q17277290	Francesc Fornells-Pla	1
Q17277932	Yoko Kishi	1
Q17277942	Shinjirō Kan	1
Q17277987	Dilma Jane da Silva	1
Q17277990	Igor Rousseff	1
Q17278150	Katarzyna Tusk	1
Q17278276	Gertrud Drange	2
Q17278486	null	1
Q17278583	Matplotlib: A 2D Graphics Environment	1
Q17278708	Guðrún Tinna Ólafsdóttir	1
Q17278710	Svanhildur Ólafsdóttir	2
Q17278953	Louise Knoop	1
Q17278959	David von der Leyen	2
Q17278960	Sophie von der Leyen	2
Q17278963	Maria Donata von der Leyen	2
Q17278967	Victoria von der Leyen	2
Q17278969	Johanna von der Leyen	2
Q17278970	Egmont von der Leyen	2
Q17278972	Gracia von der Leyen	2
Q17279551	New minerals approved in 2002 and nomenclature modifications approved in 1998-2002 by the Commission on the New Minerals and Mineral Names, International Mineralogical Association	3
Q17279629	Fluoro-edenite from Biancavilla (Catania, Sicily, Italy): crystal chemistry of a new amphibole end-member	6
Q17279648	International Mineralogical Association: Commission on New Minerals and Mineral Names (1982)	13
Q17279664	Ministry of Foreign Affairs (Principality of Andorra)	4
Q17279691	The New IMA List of Minerals (September 2012)	4
Q17280686	The crystal chemistry of Al-rich amphiboles: sadanagaite and potassic-ferrisadanagaite	2
Q17280697	New mineral names	7
Q17280946	International Mineralogical Association: Commission on New Minerals and Mineral Names (1967)	20
Q17280953	International Mineralogical Association: Commission on New Minerals and Mineral Names (1968)	7
Q17280961	International Mineralogical Association: Commission on New Minerals and Mineral Names (1971)	26
Q17280966	International Mineralogical Association: Commission on New Minerals and Mineral Names (1980)	1
Q17281031	A system of nomenclature for rare-earth minerals (1971 s.p.)	4
Q17281069	Crystal chemistry and nomenclature of pumpellyites and julgoldites (1973)	2
Q17281119	Recommended nomenclature for zeolite minerals: report (1997)	3
Q17281272	Elisabeth Troost	1
Q17285149	null	2
Q17285431	Edouard Manet's Portraits of Women	2
Q17286909	What's Welsh for Zen: The Autobiography of John Cale	33
Q1728777	Oliverio Girondo	1
Q17294050	Department of Foreign Affairs and Cooperation of the Principality of Monaco	4
Q17294073	Tidying up mineral names: an IMA-CNMNC scheme for suffixes, hyphens and diacritical marks (2007 s.p.)	26
Q17294185	Nomenclature of the apatite supergroup minerals (2010)	2
Q17294622	Deutsches Bühnen-Jahrbuch	3
Q17296173	Sasha Tsonga	2
Q17297770	Fay Maschler	1
Q17299450	Ministry of Foreign Affairs of the Republic of Cyprus	3
Q17299517	RKDartists	171
Q17299580	RKDimages	8
Q17300338	Coco Chanel: An Intimate Life	1
Q17300506	Margot Wittkower	1
Q1730266	Karl Alfred von Gemmingen	1
Q17302837	null	1
Q1730452	1970 United States Census	1
Q17305575	filmmakers.de	1
Q17306872	Recommended nomenclature for the sapphirine and surinamite group (sapphirine supergroup)	1
Q17306889	Procedures involving the IMA Commission on New Minerals and Mineral Names and guidelines on mineral nomenclature (1987)	52
Q1730914	Karl Eugen von Hügel	1
Q17309234	Recommended nomeclature for labuntsovite-group minerals (2000 s.p.)	1
Q17309292	Nomenclature of the micas (1998)	19
Q17309820	Nomenclature of the tourmaline-supergroup minerals (2011)	1
Q17310879	Marie Madeleine Chassériau	1
Q1731104	Karl Friedrich Reinhard von Gemmingen	1
Q1731205	Página/12	2
Q17312545	Braison Cyrus	2
Q17312598	Brandi Cyrus	1
Q173145	Jos Verstappen	1
Q173150	Pratt & Whitney	22
Q17315091	AUSTLANG	3
Q17315112	National Indigenous Languages Survey 2004	3
Q17315113	National Indigenous Languages Survey 2005 Report	3
Q17315121	Language atlas of the Pacific area	1
Q17315136	Index of New Mineral Names, Discredited Minerals, and Changes of Mineralogical Nomenclature (1966)	24
Q17315714	Nomenclature of the alunite supergroup of minerals (2010)	1
Q17316523	null	1
Q17316852	null	1
Q17317589	null	1
Q17318034	Recommended nomeclature of epidote-group minerals (2006)	2
Q17318641	Timothy Eglinton	1
Q17319087	Ministry of Foreign Affairs of the Republic of San Marino	4
Q17319630	The 1973 supplement to a revised linguistic survey of Australia	2
Q17319641	"Ich habe mir vorgenommen, positiver zu sein"	1
Q17319679	Languages of Australia and Tasmania	2
Q17319874	2006 Australian census	2
Q17320322	Nomenclature of Pyroxenes (1988)	13
Q17320538	El Ochocientos. Profesiones e instituciones civiles	17
Q17320823	http://www.france-allemagne.fr	1
Q17320893	La Voz	7
Q17321009	The Feminist Encyclopedia of Spanish Literature: N-Z	4
Q17321052	La Construcción Moderna	1
Q17321309	Don Vicente Lampérez y Romea	1
Q1732201	Charles Louis, Count of Nassau-Saarbrücken	1
Q17323608	Review of Particle Physics	1
Q17323974	Aboriginal Australia (map)	2
Q173246	Max Mosley	2
Q17326780	Solid solution in, and classification of, gossan-derived members of the alunite-jarosite family, northwest Queensland, Australia	12
Q17329836	Larousse Encyclopedia online	3
Q17329907	The Lees of Hong Kong	10
Q17330495	Косач-Шимановська Оксана Петрівна	2
Q17330754	Sadanagaite and magnesio-sadanagaite, new silica-poor members of calcic amphibole from Japan	10
Q17331665	Kateryna Y. Boiko	1
Q17333604	Calvertite, Cu5Ge0.5S4, a new mineral species from Tsumeb, Namibia	2
Q17333850	Struvite-(K), KMgPO4·6H2O, the potassium equivalent of struvite - a new mineral	1
Q17335127	null	1
Q17335823	Anna von Warbeck	1
Q1733677	Karl Schlözer	1
Q173387	grave	550
Q17339738	La España Moderna	2
Q17347478	La Ilustración de Madrid	1
Q17348897	Tarō Asō	1
Q17351152	El Museo Universal	4
Q17351553	null	2
Q17357737	null	1
Q17357739	null	1
Q17361986	Bridget Cromwell	1
Q17362130	Magnesiosadanagaite, a new member of the amphibole group from Kasuga-mura, Gifu Prefecture, central Japan	2
Q17362575	null	1
Q17363722	Mary-Clare Elliot	1
Q17363782	Susan Keppel	1
Q17364389	null	1
Q17370683	null	1
Q17372480	World Air Forces 2014	1092
Q17373699	Arkitekter verksamma i Sverige	4829
Q17373821	Crystal structure and Mössbauer spectroscopy of tschermakite from the ruby locality at Fiskenaesset, Greenland	1
Q1737493	null	1
Q17376190	"Krynica". Ideologia i przywódcy białoruskiego katolicyzmu	1
Q17378127	Беларуская энцыклапедыя: У 18 т. Т. 2: Аршыца — Беларусцы	1
Q17378134	Беларуская энцыклапедыя: У 18 т. Т. 2: Аршыца — Беларусцы	24
Q17378135	Great Soviet Encyclopedia (1969—1978)	115
Q17378177	Félix Badillo y Rodrigo	1
Q17378805	Senna Borsato	1
Q17379514	Emperor Huizong	29
Q17379563	The Concept of Nature in Marx (German edition, 1993)	1
Q17379623	The Limits of Cushitic	1
Q17379700	La Ilustración Artística	4
Q17380323	Hedvig Gebhard	1
Q17386657	Kevin Cron	1
Q173869	Alfred, Lord Tennyson	1
Q1739043	Mena Schoenfeld	1
Q17397739	Theodore von Kármán 1881-1963	107
Q17398133	Skorowidz miejscowości Rzeczypospolitej Polskiej: opracowany na podstawie wyników pierwszego powszechnego spisu ludności z dn. 30 września 1921 r. i innych źródeł urzędowych. T. 5: Województwo białostockie	2
Q17398139	Атлас автомобильных дорог — Гродненская область	3
Q17398282	The naming of mineral species approved by the Commission on New Minerals and Mineral Names of the International Mineralogical Association: A brief history	2
Q17398633	Беларуская энцыклапедыя: У 18 т. Т. 10: Малайзія — Мугаджары	8
Q17399007	Туристская энциколпедия Беларуси	8
Q17403351	Isabel Alice of Mar	1
Q1740905	Presidency of the Council of Ministers of Italy	1
Q17409757	The International Directory of Military Aircraft 1996/97	167
Q1741	Vienna	1
Q17410031	Fluoro-magnesiohastingsite from Dealul Uroi (Hunedoara county, Romania): Mineral data and crystal structure of a new amphibole end-member	5
Q17413105	null	1
Q17414338	Między nadzieją a niepokojem. Działalność społeczno-kulturalna i polityczna Polaków na wschodniej Białorusi w latach 1905-1918	6
Q17414817	Беларуская энцыклапедыя: У 18 т. T. 18 Кн. 1: Дадатак: Шчытнікі — ЯЯ	6
Q17415184	Энцыклапедыя прыроды Беларусі. У 5-і т. T. 3: Катэнарыя — Недайка	5
Q1741580	Kim Sun-min	1
Q17415948	World Air Forces 2008	918
Q17418490	Johan Elsevier	1
Q17418742	Гарады і вёскі Беларусі. Т. 1 Кн. 1: Гомельская вобласць	6
Q17420959	Aportaciones a la documentación periodística: Notas para el estudio de la obra y pensamiento de Manuel Sánchez Asensio (1860-1919)	11
Q17426568	Robert II de Neville	1
Q17427388	Robert de Neville	1
Q17427682	Francesco di Cossé-Brissac	1
Q17428485	Беларуская энцыклапедыя: У 18 т. Т. 1: А — Аршын	14
Q174311	Christopher Reeve	1
Q17431460	Alfredo Perea y Rojas	1
Q17434440	null	1
Q17434960	Anne Depardieu	1
Q17437626	Enrico Alberto di Cossé-Brissac	1
Q17438869	The Verse in Numbers	1520
Q17441125	Perpetual Happiness: The Ming Emperor Yongle	96
Q17443716	null	1
Q17444412	Boletín de la Sociedad Española de Excursiones	4
Q17448516	Verfeinerung der kristallstruktur eines basaltischen magnesio-hastingsites	2
Q17449776	null	11
Q17450261	La España Cómica	3
Q17450403	Determination of Eligibility: Badger Pass Ski Area, Final Report	1
Q1745340	Klaus Knuth	1
Q17454081	Nomenclature tunings in the hollandite supergroup (2013)	1
Q17457049	New minerals from former Soviet Union countries, 1998-2006: minerals restored in the status of individual species in the period of 1998-2006	1
Q17457269	null	3
Q17457352	American Population Before the Federal Census of 1790	7
Q17457461	The Encyclopedia of New York City, 1995 edition	11
Q17457483	New mineral names	1
Q17463989	null	1
Q17466780	Fluoro-potassichastingsite from the Greenwood mine, Orange County, New York: A new end-member calcic amphibole	6
Q17469	Gangnam Station	5
Q1747689	Ancient Rome	1
Q17477557	A Manual of Laboratory and Diagnostic Tests	2
Q174791	Mahmud II	2
Q17479487	Anatole de Ségur	1
Q17479618	Manuel Bosch y Reyes	2
Q17480734	Renaud de Ségur	1
Q17480736	Nathalie de Ségur	1
Q17480739	Henriette de Ségur	2
Q17480763	Timoleone di Cossé-Brissac	1
Q17481163	null	1
Q17481171	null	1
Q17484277	The Naval Institute Guide to World Military Aviation 1995	1
Q17484485	Lady Catherine Killigrew	2
Q17484755	New minerals approved in 2005 and nomenclature modifications approved in 2005 by the Commission on New Minerals and Mineral Names, International Mineralogical Association	1
Q17484824	New mineral names	3
Q17484831	Potassic-magnesiohastingsite (K,Na)Ca₂(Mg,Fe²⁺)₄Fe³⁺,Al,Ti)[Si₆Al₂O₂₂](OH,Cl)₂ — the new mineral species of amphiboles	1
Q17484991	Fluoro-potassic-pargasite, KCa₂(Mg₄Al)(Si₆Al₂)O₂₂F₂, from the Tranomaro area, Madagascar: mineral description and crystal chemistry	7
Q17486077	Ludovic-François Douillard	1
Q17486363	Japanese Stem-Cell Scientist Yoshiki Sasai Commits Suicide	1
Q17486625	null	1
Q17486714	Jonathan Kent	1
Q17486747	Josef Čepelka	1
Q17487469	Joesmithite, a new amphibole-like mineral from Långban	5
Q17487484	Joesmithite, a plumbous amphibole revisited and comments on bond valences	2
Q17487597	Harry Karl	1
Q17487732	Elliott Fitch Shepard	1
Q17487763	Janine Loo	1
Q17488	Gyeongui Line	6
Q17488088	null	2
Q17488172	null	2
Q17488819	New minerals and nomenclature modifications approved in 2014	18
Q17488979	Gitaz Bindrakhia	1
Q17490537	null	1
Q17497146	Oświata i szkolnictwo polskie na ziemiach północno-wschodnich II Rzeczypospolitej i współczesnej Białorusi 1939-2001	14
Q17498455	Boletín de la Institución Fernán González	1
Q17501	Seoul Subway Line 2	80
Q17502094	Galería biográfica de artistas españoles del siglo XIX	229
Q17502108	Eduardo Balaca	1
Q17502398	null	1
Q17502403	Walter Charles Horsley	1
Q17502517	Short-range order in amphiboles from the Bear Lake diggings, Ontario	4
Q17502733	Crystal structure of magnesioferrikatophorite	2
Q17503	Seoul Subway Line 9	5
Q17504663	null	1
Q17504938	Alexandrine-Hélène Bourguignon	1
Q17505155	Radek Horák	1
Q17505343	High-priority drug–drug interactions for use in electronic health records	1759
Q17505376	In Memoriam: Gheorghe Munteanu-Murgoci (1872-1925)	1
Q17505694	Llull: Revista de la Sociedad Española de Historia de las Ciencias y de las Técnicas	3
Q17505781	Utilizzo della Nomenclatura "Mission Design Series" (MDS) Nelle Pubblicazioni Techniche (PPTT) di Competenza della DAA	91
Q17507300	Marie-Françoise-Céline Reygondaud de Villebardet	1
Q17507301	Cernýite, a copper-cadmium-tin sulfide with the stannite structure	2
Q17507308	The crystal structure of cernyite, Cu₂CdSnS₄, a cadmium analogue of stannite	2
Q175104	Jennifer Love Hewitt	1
Q1751317	Luxemburger Wort	1
Q17514226	Japanese submarine chaser No. 2	1
Q17515847	IMA Commission on new minerals, nomenclature and classification (CNMNC) Newsletter 9. New minerals and nomenclature modifications approved in 2011	5
Q17516277	null	1
Q17516320	null	1
Q17516844	COMPLUDOC	1
Q17516854	Gran diccionario taurómaco (1896)	5
Q17516879	El periodismo taurino de 1898	2
Q175176	Moulay Rachid ben al Hassan	1
Q17518336	Gottfried Benn † 7.7.1956	2
Q17518559	Los grandes de la fotografía española: «Kaulak»	6
Q17518846	State of World Population 2011	1
Q17519269	La Ilustración Financiera	1
Q17519401	Necrología de D. José López Sallaberry	9
Q17521118	Aktor	1
Q17523634	null	1
Q17523638	null	1
Q17525439	lower part	1
Q17525441	left part	1
Q17527058	Por esos Mundos	5
Q1752786	James Berkeley, 3rd Earl of Berkeley	1
Q17534320	Kepler	3
Q1753485	Prince Nicholas of Romania	1
Q17535010	Aluminotaramite, alumino-magnesiotaramite, and Fluoro-alumino-magnesiotaramite: Mineral data and crystal chemistry	15
Q17538602	Unsere Bausteine sind die Menschen	8
Q17538708	La pittura in Italia. Il Novecento (1900–1945)	8
Q17539639	Municipal Register of Spain 2013	8113
Q17539659	null	1
Q17540861	Henrietta, Dowager Duchess of Bedford	1
Q17542456	Jules Napoléon Ney	1
Q17544623	Municipal Register of Spain 2012	8116
Q175482	Finnish Wikipedia	14938
Q17548622	The IMA List of Minerals (July 2014)	43
Q17549200	Memorial of Oleg von Knorring 1915-1994	4
Q17550834	Giovanni Crivelli	1
Q17560796	Municipal Register of Spain 2011	8115
Q17562358	Municipal Register of Spain 2010	8114
Q17563571	La Ilustración	1
Q17565097	Oxford Dictionary of National Biography	12124
Q1756699	Jamie Murphy	1
Q1757204	USS Scorpion	1
Q17572699	New minerals from former Soviet Union countries, 1998-2006: new minerals approved by the IMA commission on new minerals and mineral names	3
Q17572743	Ferriwinchite NaCaMg₄Fe³⁺[Si₈O₂₂](OH,F)₂ — a new mineral of the amphibole group (Ilmenogorsky alkaline complex, the South Urals)	6
Q17579840	Kevin Barry	1
Q17580335	null	2
Q17580355	null	2
Q17581774	Sem van Dijk	2
Q17582342	Municipal Register of Spain 2009	8112
Q17589204	FootballDatabase.eu	1
Q17591553	Turing's Cathedral	13
Q17591753	Municipal Register of Spain 2008	8112
Q17591756	Municipal Register of Spain 2007	8111
Q17591758	Municipal Register of Spain 2006	8110
Q17593112	The Ohio Gazetteer, or, a Topographical Dictionary	1
Q17594899	Amos Richardson of Boston and Stonington	3
Q17595338	null	1
Q17597568	Municipal Register of Spain 2005	8109
Q17597570	Municipal Register of Spain 2003	3435
Q17597571	Municipal Register of Spain 2002	8108
Q17597573	Municipal Register of Spain 2001	8106
Q17597575	null	1
Q17597578	Municipal Register of Spain 2004	8109
Q17599976	'Black box' found near crash site of Airblue flight	2
Q17601812	Russian Wikivoyage	136
Q17609599	Transition from near-surface thrusting to Intrabasement Decollement, Schlinig Thrust, eastern Alps	1
Q17610212	null	1
Q17610357	null	1
Q17613724	Plane crash in Pakistani capital kills 152	1
Q17615512	null	1
Q17616814	Google Maps	1
Q17617540	null	1
Q17618688	null	2
Q17618813	Best American Science and Nature Writing 2012	28
Q17619260	Mathilde Zerline Nußbaum	1
Q17619496	Best American Science and Nature Writing 2011	2
Q17627370	null	1
Q17627537	null	1
Q17627580	Paul-André Odent	1
Q17627711	Aethra (Greek mythology)	1
Q176283	Aoide	2
Q176296	Verkhovna Rada	1
Q17630599	Fondazione Franco Fossati	1
Q17631447	null	2
Q17636193	null	4
Q17636596	Phasaelis	1
Q1763852	Unter-Hainbrunn	1
Q17644415	Maria Ridderstedt	1
Q176455	Melanie Griffith	1
Q1764725	The New Grove Dictionary of Opera	4
Q1765118	Pierre-Michel Menger	1
Q17651196	Jefferson's Cause of Death	3
Q1765243	null	1
Q17653079	'Black boxes' pulled from Air India plane wreckage	3
Q17653981	'Not guilty' plea from Abdulmutallab on Detroit jet bombing charges	1
Q17664566	null	3
Q176691	National Institute of Standards and Technology	1
Q1767393	Madeleine Lierck	1
Q1767628	null	34
Q1767666	Thutob Namgyal	1
Q17681920	Friedrich Vater	1
Q1768400	Manon Andreas-Grisebach	1
Q1769264	Jill Talley	1
Q1769822	Sossen Krohg	1
Q1770198	Norwegian Geological Survey	1
Q1770638	Robert Scalio	1
Q1770992	Ine Marie Eriksen Søreide	1
Q17712376	Stadtplan der Bundesstadt Bonn	17
Q17712381	Mémoires d'un bourgeois de Paris : comprenant la fin de l'Empire, la Restauration, la Monarchie de Juillet, la République jusqu'au rétablissement de l'Empire	4
